AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
67,13.07066008,875.7342251,Standard,Mailed check,No,Both,Yes,TV,26.7756968,7.851761532,45,Comedy,3.096353545,2,Male,4,No,Yes,UFFLVKL6TF,0
113,5.555187551,627.7361932,Standard,Credit card,Yes,TV Shows,No,Computer,30.28612256,93.39120037,31,Sci-Fi,2.343901874,9,Male,21,No,No,ISVCHQGAPB,0
36,16.34977209,588.5917952,Standard,Mailed check,No,Movies,Yes,TV,20.75886659,48.15138366,24,Fantasy,1.530585659,0,Female,21,Yes,Yes,LTFEG2RTHF,1
91,12.26857579,1116.440397,Premium,Electronic check,Yes,TV Shows,No,TV,13.04482944,150.6808482,21,Drama,1.411623718,4,Male,15,Yes,No,9IM9LSPONK,0
75,5.873045018,440.4783764,Standard,Credit card,Yes,Movies,No,Mobile,22.61927859,107.4282615,32,Drama,3.096370985,9,Female,11,Yes,Yes,60UANI8189,0
30,9.667258524,290.0177557,Standard,Credit card,No,Movies,No,Computer,23.01594524,83.490523,9,Comedy,2.355683197,3,Female,0,No,Yes,DZQYY6B4UM,0
27,7.057336888,190.548096,Standard,Credit card,No,Movies,Yes,Computer,39.39410118,135.5920046,25,Drama,4.606765491,1,Female,4,No,Yes,IH7IF7HYUG,0
107,6.827649098,730.5584534,Basic,Electronic check,Yes,TV Shows,No,Tablet,23.60911251,94.94530673,47,Sci-Fi,1.654360319,5,Male,9,Yes,Yes,DFTJEGQXVP,0
32,6.573758285,210.3602651,Basic,Mailed check,No,Both,No,Tablet,10.53659393,,24,Action,4.08522076,9,Male,22,No,Yes,64Y2P6EJ55,1
79,17.21111588,1359.678155,Standard,Electronic check,Yes,TV Shows,Yes,TV,22.50339546,141.9075742,21,Sci-Fi,1.277488895,7,Female,8,Yes,Yes,9TAGA3DK9E,0
30,14.44679411,433.4038232,Premium,Bank transfer,No,TV Shows,Yes,TV,31.36366477,38.04862093,23,Comedy,1.101169035,7,Female,5,Yes,Yes,ACJ7JLCZST,0
106,15.65495659,1659.425399,Standard,Bank transfer,No,Movies,No,Mobile,7.535569288,10.02763136,31,Fantasy,3.815725776,6,Male,19,Yes,Yes,YE6B04YE2A,0
1,19.79942939,19.79942939,Basic,Credit card,Yes,Both,No,Mobile,8.032344788,130.5951118,10,Action,3.12814831,8,Female,13,No,Yes,Q2BIX4NOOF,1
41,8.130848901,333.3648049,Standard,Bank transfer,Yes,Both,Yes,Tablet,2.950584136,161.0363669,9,Fantasy,3.425677669,4,Female,0,Yes,Yes,NXH9XPATHA,0
90,8.896475963,800.6828367,Basic,Electronic check,No,Movies,Yes,Tablet,6.210890462,16.36363159,1,Sci-Fi,4.803351922,2,Male,2,Yes,No,VTWLZXYYWG,0
82,5.592160112,458.5571292,Premium,Credit card,No,Both,Yes,TV,1.28087505,31.20607541,4,Drama,2.15088546,6,Male,3,No,Yes,XCSD5SKUQZ,1
11,8.137210368,89.50931405,Premium,Mailed check,Yes,Movies,No,Tablet,36.37937109,81.56016393,8,Comedy,2.785155429,5,Male,8,No,Yes,XPT3BHFH6W,0
73,17.50068463,1277.549978,Basic,Mailed check,Yes,Both,No,Computer,,91.41306595,10,Drama,2.976052998,5,Female,24,Yes,Yes,TQF99Z2IYS,0
70,8.188143933,573.1700753,Basic,Bank transfer,No,TV Shows,Yes,Computer,21.20246043,8.223255663,18,Sci-Fi,4.785484648,3,Female,2,No,Yes,J5PSWHGO0W,0
21,10.67089357,224.0887651,Premium,Bank transfer,No,Movies,No,Computer,17.20510752,150.5814839,0,Drama,4.660118902,7,Male,8,No,No,A5OZL26QJR,0
24,9.697532992,232.7407918,Basic,Mailed check,Yes,Movies,Yes,TV,37.09011742,63.94393083,35,Drama,1.227470836,3,Female,19,Yes,No,0F9Z7JVUJV,0
29,12.66833776,367.381795,Standard,Electronic check,Yes,Both,Yes,Tablet,24.8906663,72.54889476,45,Fantasy,2.665886071,3,Female,12,Yes,No,Q8DD77XZAO,0
77,11.74735185,904.5460927,Standard,Electronic check,No,Movies,Yes,Mobile,17.79044196,146.6386421,29,Sci-Fi,1.439227694,7,Female,19,Yes,Yes,M4NZGFYAM7,0
36,19.60874708,705.9148949,Standard,Mailed check,No,TV Shows,Yes,Tablet,11.58761211,164.0225993,27,Action,4.649485072,0,Female,2,Yes,Yes,G4NHLX7KE3,0
91,13.9650133,1270.81621,Basic,Credit card,Yes,TV Shows,Yes,Mobile,15.84614295,95.81773049,26,Sci-Fi,4.845256319,4,Male,6,Yes,No,L0FYMNET5I,0
20,15.07611541,301.5223082,Standard,Mailed check,Yes,TV Shows,Yes,Tablet,33.00998603,,19,Fantasy,2.936004028,5,Female,24,Yes,Yes,1H8KYMLBHO,0
98,16.94099541,1660.21755,Premium,Credit card,No,Both,Yes,Mobile,8.032985962,71.34680567,40,Sci-Fi,2.922498776,6,Male,22,No,No,H8KJKG8FCU,0
96,11.10331745,1065.918475,Basic,Credit card,Yes,TV Shows,No,Mobile,34.73210752,114.719407,14,Sci-Fi,4.842357807,3,Female,24,No,Yes,W4DV2DN0CW,0
4,6.086232732,24.34493093,Premium,Credit card,Yes,Movies,Yes,TV,17.45817378,109.7608047,6,Action,3.263197542,7,Male,22,No,No,WID2RDDK27,0
111,5.990274369,664.920455,Premium,Credit card,No,Movies,No,Computer,7.075464439,86.02162576,41,Fantasy,3.440053767,2,Male,16,Yes,Yes,MIGZEZYBP5,0
19,14.15874578,269.0161698,Premium,Electronic check,Yes,Movies,Yes,Mobile,34.78983779,163.1989897,46,Comedy,1.571593954,1,Male,0,Yes,Yes,66H4E19A81,0
90,5.814520556,523.30685,Standard,Electronic check,Yes,Movies,No,Computer,,141.9420103,18,Sci-Fi,1.631686072,7,Female,23,Yes,No,7YWFUXHEXG,0
8,14.52184901,116.1747921,Premium,Mailed check,No,TV Shows,Yes,Mobile,,88.11385607,46,Action,3.577580229,6,Female,24,Yes,Yes,NVTAXA9JJ0,0
24,7.3203017,175.6872408,Basic,Mailed check,No,Both,Yes,Computer,26.17688019,164.4866835,38,Fantasy,1.455997376,3,Female,5,No,Yes,0DG2U20ASJ,0
93,8.222323494,764.6760849,Standard,Mailed check,No,Movies,Yes,TV,38.49172418,54.83601033,42,Sci-Fi,4.071326614,0,Female,7,No,No,6KA0RMGE8F,0
33,14.68876744,484.7293257,Standard,Electronic check,No,TV Shows,No,Computer,4.533076679,162.1508503,41,Fantasy,2.839245016,3,Male,21,No,Yes,JYY9G69OI2,0
60,11.52340161,691.4040965,Basic,Electronic check,Yes,Both,Yes,Mobile,8.002190345,90.60894121,38,Drama,3.133430755,8,Female,8,Yes,Yes,3R5O0PPN80,0
,6.717784785,732.2385416,Standard,Credit card,Yes,TV Shows,No,TV,12.41246028,114.2168953,7,Fantasy,2.500083669,9,Female,7,No,Yes,J169TLGDME,1
9,8.572391695,77.15152526,Standard,Mailed check,No,Both,No,TV,33.51914992,61.69806678,45,Comedy,2.860115572,0,Female,8,Yes,Yes,D0P3EY5784,0
3,15.00135767,45.00407301,Standard,Bank transfer,No,Both,Yes,Computer,30.02441063,178.6562796,29,Comedy,2.559843145,2,Male,11,No,No,Q6UTI5KMQD,0
19,8.065049167,153.2359342,Basic,Electronic check,No,Both,No,Computer,5.221789269,116.4781756,5,Comedy,1.3027456,8,Female,5,No,Yes,X4Q7HYHPD7,0
11,15.47684798,170.2453278,Standard,Credit card,Yes,TV Shows,No,Tablet,19.78952015,24.95480668,48,Action,2.246164381,2,Male,8,Yes,Yes,2704N1XCKO,1
102,15.90622053,1622.434494,Basic,Credit card,No,Both,No,Computer,7.507269156,162.5015272,29,Drama,2.164969183,6,Male,7,Yes,Yes,XKXOB8MVEZ,1
19,13.41965169,254.973382,Basic,Credit card,Yes,TV Shows,No,Tablet,1.181402689,98.81697694,28,Action,1.563862683,9,Female,14,No,Yes,ZD7GGCBGT2,0
97,5.107759322,495.4526542,Standard,Electronic check,No,Both,Yes,Computer,39.90596958,20.60995597,4,Comedy,2.577359134,9,Female,10,No,Yes,HZFQ1BLEF7,1
72,11.41042882,821.5508749,Standard,Bank transfer,Yes,Both,Yes,Mobile,24.34332362,40.76428896,43,Fantasy,3.435818923,7,Male,3,Yes,Yes,12P78XJY4K,0
53,8.532214242,452.2073548,Premium,Bank transfer,No,Both,Yes,Mobile,11.36062067,13.00673832,23,Sci-Fi,3.062477279,0,Female,22,Yes,Yes,PJSZOMQ77R,0
43,16.55989357,712.0754235,Standard,Bank transfer,No,Both,No,Mobile,36.17943391,39.93770405,31,Sci-Fi,3.427355157,1,Male,17,Yes,No,RHDLSKLZB1,0
,13.19464898,1015.987972,Standard,Bank transfer,Yes,Both,Yes,TV,15.92032226,,48,Sci-Fi,4.454894999,0,Male,6,Yes,No,B9T5VAV1AV,0
,15.04447775,1579.670164,Basic,Mailed check,No,TV Shows,No,Computer,34.02528472,58.15451181,34,Fantasy,4.646293082,1,Female,8,No,No,9H38NOIAL1,0
60,9.367236528,562.0341917,Basic,Electronic check,Yes,Both,Yes,TV,30.52538263,70.20272988,1,Sci-Fi,3.40485325,3,Male,3,No,Yes,YL5Y232SVS,0
102,10.49538675,1070.529449,Standard,Electronic check,No,TV Shows,No,Tablet,35.60026556,,9,Fantasy,2.762755843,4,Male,3,No,Yes,KON63QPR2B,0
112,13.58441041,1521.453966,Standard,Mailed check,No,Both,No,Mobile,32.57340192,85.28612624,44,Sci-Fi,1.165756098,3,Female,12,Yes,No,ZU2WSQKLKK,0
66,18.90788346,1247.920308,Basic,Credit card,No,Both,Yes,Mobile,23.74024506,37.77431124,28,Fantasy,1.137151743,3,Female,11,No,Yes,431B6QGC1S,0
,15.5577921,1306.854536,Premium,Credit card,No,TV Shows,No,Computer,39.43890919,,38,Fantasy,2.746896412,5,Female,21,No,Yes,MBS2UMDIK1,1
16,5.12470346,81.99525536,Premium,Credit card,No,Both,Yes,Tablet,,123.9688316,42,Sci-Fi,2.33605891,8,Male,23,Yes,No,UINZ7IEB39,0
7,15.14587382,106.0211167,Basic,Credit card,No,Movies,No,Computer,14.47631612,17.97662707,17,Action,1.006637717,0,Female,20,Yes,No,MT6YWSA9ZP,0
31,12.3017552,381.3544112,Premium,Credit card,Yes,Movies,No,Computer,9.013747524,41.13587414,4,Comedy,2.461033264,6,Male,1,No,Yes,IAUUKLLTRK,0
60,18.57460924,1114.476554,Premium,Bank transfer,Yes,Both,No,TV,5.171075257,158.0998432,14,Comedy,4.496336751,1,Female,22,Yes,No,AMSMSJFWU8,0
100,6.421362749,642.1362749,Basic,Mailed check,No,Movies,No,TV,9.244197586,176.6077437,35,Action,1.126918563,2,Female,0,No,Yes,1BM8IJJY89,0
70,14.76582874,1033.608012,Standard,Bank transfer,No,Both,Yes,Mobile,6.713956715,19.16623895,44,Fantasy,1.961138288,6,Male,13,Yes,Yes,KGSU2AOIWZ,0
83,6.301093544,522.9907641,Basic,Electronic check,Yes,Both,No,Tablet,31.23522725,174.1358163,25,Action,1.858474447,9,Male,10,Yes,No,3FC3IC9AQK,0
9,19.92599359,179.3339423,Standard,Credit card,No,TV Shows,Yes,Mobile,3.457423926,178.5358183,25,Fantasy,4.619917889,0,Female,23,No,No,W3R0PB3YXN,0
44,17.68788517,778.2669477,Standard,Mailed check,Yes,TV Shows,No,Tablet,8.644482982,44.03417308,27,Fantasy,1.653052199,1,Male,22,No,Yes,UA2VLYY077,1
40,5.329080981,213.1632392,Premium,Mailed check,No,TV Shows,Yes,Tablet,8.102354181,165.5783828,17,Comedy,1.419995227,3,Male,15,Yes,Yes,CI3POX3TR2,0
40,5.761547428,230.4618971,Basic,Credit card,No,Both,Yes,Mobile,39.99964292,154.1455936,35,Action,3.749717185,8,Male,11,Yes,No,S6HGXC515I,0
119,12.76253282,1518.741406,Premium,Credit card,No,Both,No,Mobile,6.566891078,101.2980131,6,Comedy,1.553402123,4,Male,12,No,No,TECMDSGNZR,0
62,6.394301557,396.4466965,Premium,Mailed check,No,TV Shows,Yes,Mobile,31.32062864,11.51414827,38,Fantasy,1.7326296,0,Female,23,No,Yes,93IIRL71TY,0
41,17.06355548,699.6057747,Basic,Mailed check,Yes,Both,Yes,TV,38.47182607,23.93536906,32,Fantasy,3.09854252,2,Male,6,Yes,Yes,R9CN9D5W98,0
117,19.51193789,2282.896733,Premium,Credit card,Yes,Movies,Yes,Mobile,24.38771976,12.28191985,16,Comedy,3.353852437,2,Male,7,Yes,No,B4C51MWEIW,0
107,14.34637655,1535.062291,Basic,Credit card,Yes,TV Shows,No,TV,22.92348621,90.29896523,21,Fantasy,3.069188794,5,Male,10,No,No,A6HSBCQAW0,0
54,12.50837913,675.4524729,Standard,Credit card,Yes,TV Shows,No,Computer,6.264196915,168.1114306,48,Comedy,3.774331632,7,Female,5,No,No,75W6FQJ3Z9,0
33,11.74873878,387.7083799,Basic,Bank transfer,Yes,Both,Yes,Mobile,9.78323546,154.0729684,24,Comedy,2.00325009,5,Female,17,Yes,No,FRH3JFSSFG,0
101,8.754310643,884.185375,Premium,Electronic check,Yes,TV Shows,Yes,Computer,10.42018205,35.00861499,7,Comedy,3.979524185,8,Male,10,No,No,LS18LLWYVD,0
36,5.633698961,202.8131626,Standard,Mailed check,No,Both,Yes,Computer,,140.2904259,24,Drama,2.67925787,0,Male,3,Yes,No,3SNF12BOKX,0
,11.83615086,331.412224,Standard,Electronic check,No,Movies,No,Tablet,1.479181133,179.5052039,3,Sci-Fi,3.783662753,8,Female,12,No,Yes,3L5UE4U6AA,0
36,17.56444718,632.3200986,Standard,Credit card,No,Both,No,Mobile,17.67210225,143.2832313,0,Action,3.709698289,5,Female,0,No,Yes,FRENLAM9PM,0
28,8.551237667,239.4346547,Premium,Mailed check,No,Both,No,Tablet,27.50553729,161.2417268,19,Drama,4.578403052,1,Male,12,Yes,Yes,UPDY1RJ8G1,0
64,8.96687111,573.8797511,Premium,Electronic check,Yes,Both,No,Tablet,29.69897742,114.61718,28,Sci-Fi,1.27019791,3,Male,8,Yes,No,1FAOQ4EN14,0
51,7.899953806,402.8976441,Basic,Bank transfer,No,Both,No,Tablet,22.9987503,,11,Sci-Fi,1.234754664,9,Male,8,No,Yes,CW6GQ3BR4N,0
114,17.93532476,2044.627023,Standard,Electronic check,Yes,Both,Yes,TV,,63.03507163,41,Sci-Fi,2.723725737,4,Female,11,No,No,3WN1RNSXFS,0
39,19.55412991,762.6110663,Standard,Bank transfer,Yes,Both,No,Mobile,2.081875391,27.60514397,28,Action,1.76437482,1,Female,5,No,No,CRNBBUO44R,1
57,12.32421051,702.4799991,Standard,Bank transfer,No,Both,No,Mobile,,110.5083615,29,Action,4.283193956,3,Female,6,Yes,No,6C6A6TZ7YR,0
49,8.044814961,394.1959331,Premium,Electronic check,Yes,Movies,No,TV,25.26349338,37.71360809,15,Drama,1.033193115,4,Female,20,Yes,Yes,SZ7E1V849F,0
97,16.8964008,1638.950877,Basic,Electronic check,No,Movies,Yes,Computer,24.40637363,99.46561044,5,Fantasy,1.326733453,0,Female,14,Yes,Yes,3LQP8L1D8L,0
69,18.86130389,1301.429968,Standard,Bank transfer,Yes,Both,No,Tablet,39.7182334,109.3493507,10,Fantasy,3.177998339,1,Male,2,Yes,Yes,E97ZOAFPEY,0
11,9.320909356,102.5300029,Premium,Bank transfer,No,Movies,No,TV,35.5484492,119.5569229,5,Comedy,4.982165767,3,Male,2,Yes,Yes,64VKRAM0YB,0
106,12.07343635,1279.784253,Premium,Electronic check,No,Both,Yes,Tablet,24.45852442,146.7624526,22,Action,3.510378294,0,Male,11,No,No,94IJSFG6ME,0
48,10.06399972,483.0719866,Standard,Mailed check,Yes,Both,No,TV,12.96461732,,6,Sci-Fi,1.18969621,7,Male,7,No,Yes,P4W8T1PHM5,0
112,6.82028762,763.8722134,Premium,Bank transfer,Yes,Both,Yes,Computer,5.159253649,28.50745808,7,Comedy,2.308428804,6,Female,7,No,Yes,L2EY65L3X5,0
71,5.043807875,358.1103591,Premium,Credit card,Yes,TV Shows,No,Tablet,26.67997887,32.15352613,24,Action,2.373414702,7,Male,17,Yes,Yes,PGB48PQL51,0
7,10.51794169,73.62559181,Standard,Credit card,Yes,Movies,No,TV,32.30375169,,2,Action,2.518067146,1,Male,5,Yes,Yes,PG7DHCSM8S,1
,11.58941079,1066.225793,Premium,Mailed check,No,TV Shows,Yes,Computer,4.094622638,,15,Drama,4.901370584,9,Female,3,Yes,No,30ZAPCI5SI,0
64,10.79724497,691.0236778,Premium,Bank transfer,Yes,Both,Yes,Tablet,17.91962355,93.73689561,24,Drama,1.207402645,3,Female,20,Yes,No,8JULQO3SQP,0
119,13.92534929,1657.116565,Basic,Electronic check,No,Both,Yes,TV,5.257342563,38.92891539,30,Action,4.101167042,8,Female,16,Yes,No,JOPLTBBEZV,0
17,14.11146996,239.8949893,Premium,Electronic check,Yes,Movies,Yes,Computer,32.80156526,135.7520436,4,Fantasy,3.766161696,4,Male,15,No,Yes,ZK9NKO43V5,0
65,17.22522065,1119.639342,Standard,Credit card,No,Movies,Yes,Computer,36.26882205,126.0888275,35,Sci-Fi,3.817079103,0,Male,7,No,No,4WVEXOR3CY,0
103,19.60897473,2019.724397,Basic,Bank transfer,No,TV Shows,Yes,Computer,14.06607948,168.5483754,48,Comedy,1.935717961,6,Male,14,No,Yes,RK7NWMBQ2L,0
69,15.68161286,1082.031288,Standard,Bank transfer,Yes,Both,No,Tablet,16.46308867,44.02723575,40,Sci-Fi,4.281571058,9,Male,0,Yes,No,ARDO1M1OAC,0
58,8.886300638,515.405437,Standard,Mailed check,Yes,Movies,No,TV,4.781327332,152.7786815,28,Action,2.012286055,9,Female,1,No,Yes,8VOBKQPTZU,0
117,9.670930293,1131.498844,Premium,Electronic check,Yes,Both,No,Tablet,34.7779265,78.82691204,1,Action,2.096166994,3,Female,3,No,No,UJJ43QFJYH,0
20,12.73045627,254.6091255,Standard,Mailed check,No,Both,Yes,Computer,14.65686059,52.17123653,32,Fantasy,1.521700386,9,Male,14,Yes,Yes,1QGU022JG9,0
111,7.421364797,823.7714924,Standard,Electronic check,No,Movies,No,Mobile,15.83844087,25.31000357,11,Sci-Fi,4.772437091,5,Male,19,Yes,Yes,L6C8VIDONR,0
20,12.98377782,259.6755564,Basic,Bank transfer,No,Both,No,Computer,33.74029608,101.4268888,44,Sci-Fi,3.407998358,1,Female,12,Yes,No,M9G8AO06AK,0
43,10.15611844,436.7130927,Standard,Bank transfer,No,TV Shows,Yes,TV,24.72951342,157.5491879,19,Comedy,4.239376729,2,Male,20,No,No,NA3IWWIZFB,0
11,16.13762292,177.5138521,Standard,Mailed check,Yes,Both,Yes,TV,2.739337244,113.1687049,1,Drama,1.002970459,0,Male,1,Yes,No,7RMFY0CXMD,0
52,17.82919999,927.1183997,Standard,Mailed check,Yes,Both,No,TV,18.77991601,48.31093171,20,Comedy,3.573674801,3,Male,22,Yes,Yes,QKUEHGHVIM,1
6,13.88787383,83.32724295,Basic,Bank transfer,Yes,Both,No,Computer,3.732841138,18.33178735,27,Drama,2.506296269,2,Female,19,No,Yes,YP562VOGBK,1
47,11.16996457,524.9883347,Premium,Credit card,No,TV Shows,Yes,TV,19.99523074,75.22312851,21,Comedy,3.5672671,3,Male,4,Yes,No,W2IDWSM5MF,0
89,12.47050975,1109.875368,Basic,Bank transfer,No,Both,Yes,Mobile,,,36,Comedy,4.057597687,3,Female,0,No,No,NLFMFS1AA5,0
20,16.90923069,338.1846138,Standard,Credit card,No,Both,No,TV,38.79825595,,38,Sci-Fi,2.66174302,6,Female,24,Yes,Yes,5685L95K3Q,0
28,6.848947152,191.7705203,Premium,Bank transfer,No,Movies,Yes,TV,1.288428941,124.294616,17,Drama,2.186253494,2,Male,22,Yes,Yes,5TB4BST2EC,0
108,15.37658765,1660.671466,Basic,Electronic check,No,Both,No,Computer,35.63826124,62.51853993,40,Fantasy,1.299912581,6,Male,21,No,Yes,DC3TTLQ7J9,1
51,15.71066265,801.243795,Basic,Bank transfer,No,Movies,Yes,TV,3.2400045,85.30671571,11,Fantasy,2.394657028,1,Female,6,No,Yes,YGF1RZZJ82,0
65,18.26225499,1187.046575,Basic,Bank transfer,No,TV Shows,Yes,TV,38.46876587,65.07447373,31,Fantasy,2.623231705,0,Male,3,Yes,No,LL0O85K9VH,0
3,14.71787889,44.15363666,Premium,Electronic check,No,Both,No,Mobile,6.228403618,165.0244894,42,Fantasy,3.240805544,4,Female,15,Yes,Yes,JF1K8LXATD,0
46,5.595352156,257.3861992,Standard,Credit card,Yes,Both,Yes,TV,,48.42858244,43,Comedy,4.715528492,6,Female,8,Yes,Yes,GOHAS5C2YB,1
,16.02318341,1602.318341,Premium,Credit card,No,TV Shows,No,Computer,21.11680583,62.7992936,45,Sci-Fi,3.642628519,3,Female,5,No,Yes,PMIE99UZOU,0
,9.414922768,376.5969107,Standard,Mailed check,Yes,Both,No,Mobile,38.587809,174.5632214,46,Action,1.873842943,0,Female,18,No,Yes,551292Y9E5,0
114,17.59958784,2006.353014,Standard,Mailed check,Yes,Movies,Yes,Computer,,171.477095,44,Sci-Fi,4.944139399,6,Female,18,Yes,Yes,SYEDM8SW30,0
20,13.83435416,276.6870831,Premium,Bank transfer,Yes,Both,No,Mobile,13.85789399,103.8607987,18,Sci-Fi,4.518066543,9,Male,0,No,No,Y927621MCI,0
,7.527714492,685.0220188,Standard,Mailed check,Yes,Both,No,TV,9.203797484,80.18089353,18,Comedy,1.672144881,9,Male,18,Yes,No,BTI8BF2P79,0
28,13.01936175,364.5421291,Premium,Bank transfer,Yes,Both,No,Computer,35.91342752,87.75586136,11,Sci-Fi,1.565108217,6,Male,22,Yes,Yes,D1TX45M126,0
82,12.31194494,1009.579485,Premium,Mailed check,Yes,TV Shows,Yes,Mobile,18.36551964,87.88556076,22,Fantasy,2.804064657,7,Female,22,No,Yes,RB8PRBAR76,0
34,10.61433961,360.8875469,Basic,Credit card,Yes,Both,Yes,Mobile,3.344463055,59.19437226,35,Sci-Fi,3.103530588,4,Male,16,No,Yes,L2XVVTULTC,0
29,7.80139388,226.2404225,Standard,Electronic check,Yes,Movies,Yes,Tablet,31.50130248,78.05613297,32,Action,2.090532593,1,Male,10,Yes,Yes,73UVWTURVT,1
77,18.16213044,1398.484044,Basic,Credit card,Yes,Both,No,Mobile,24.77608847,109.8058348,23,Action,3.959987177,5,Male,5,No,Yes,287ZCAYZZM,0
66,11.23542347,741.537949,Basic,Bank transfer,Yes,Movies,Yes,Computer,24.64996473,87.44314536,24,Action,3.16704595,3,Female,15,No,Yes,KATWU09MUM,1
74,17.00462365,1258.34215,Basic,Credit card,Yes,Movies,Yes,Tablet,27.84041684,,9,Drama,2.927950999,1,Male,22,No,No,SPZOSEX6AY,0
38,5.427654374,206.2508662,Premium,Electronic check,No,Movies,No,Tablet,,163.2145944,18,Action,4.369698296,4,Female,24,Yes,No,OUTT7EUAXR,1
97,15.54589778,1507.952085,Standard,Mailed check,No,Movies,No,TV,28.02987056,17.56720448,9,Sci-Fi,2.18026306,8,Male,2,No,No,UC6JU3HQTU,0
10,17.01807585,170.1807585,Basic,Electronic check,No,TV Shows,No,Tablet,16.27122607,100.723858,38,Sci-Fi,4.267180522,8,Male,10,Yes,Yes,3KY1FJN5MZ,0
43,8.297719877,356.8019547,Standard,Credit card,No,Movies,Yes,Tablet,21.90707045,,31,Action,4.724743088,5,Female,15,Yes,No,2J58OD2EOS,0
59,15.65082619,923.3987451,Basic,Credit card,No,TV Shows,No,TV,19.72304035,104.6888621,36,Drama,1.822080602,9,Female,1,Yes,No,CZVEAP5PYY,0
59,13.97771509,824.6851905,Standard,Electronic check,No,Movies,Yes,Mobile,15.39582628,24.09671447,28,Sci-Fi,2.5134266,6,Male,12,No,Yes,GXJR86CW1P,0
113,17.16918572,1940.117987,Basic,Bank transfer,No,Both,Yes,Tablet,20.56322687,91.06683779,37,Drama,2.877165164,6,Female,20,No,Yes,TJ183EF7EH,0
92,7.836702189,720.9766014,Standard,Electronic check,No,Movies,Yes,Tablet,30.88512602,96.3567563,31,Sci-Fi,1.337548642,7,Female,9,No,No,T7GN45Q40K,0
102,12.97706656,1323.660789,Premium,Credit card,No,TV Shows,Yes,Tablet,1.529318387,123.34984,11,Fantasy,4.820028172,9,Male,19,Yes,Yes,GEV0S5F6GF,0
108,15.69792713,1695.376131,Premium,Electronic check,Yes,TV Shows,No,Tablet,7.521394717,38.65171194,18,Sci-Fi,1.592348137,7,Male,11,No,No,I6EFLK8ZYQ,0
91,17.62155543,1603.561544,Standard,Mailed check,No,Movies,No,TV,31.7171052,,21,Comedy,4.870839676,4,Female,4,Yes,Yes,AMZ0CQZF1A,0
59,6.559087629,386.9861701,Basic,Electronic check,Yes,TV Shows,Yes,Computer,,153.3740298,35,Action,4.563029876,0,Female,21,No,Yes,9L21TSP642,0
78,12.66599776,987.9478252,Basic,Mailed check,No,Both,Yes,Mobile,14.77421175,116.2495445,15,Drama,3.751232453,8,Female,2,Yes,No,OV4XERI5EM,0
94,18.83854716,1770.823433,Basic,Bank transfer,No,TV Shows,Yes,Computer,4.584366445,83.24540851,19,Sci-Fi,2.140744442,4,Female,8,No,No,VFTXYT877A,0
55,8.324646986,457.8555842,Standard,Electronic check,No,TV Shows,No,Tablet,30.48125584,140.7141997,13,Sci-Fi,3.534251153,7,Female,16,Yes,Yes,41HLP5HZQH,0
2,7.079279894,14.15855979,Standard,Electronic check,Yes,Movies,No,Computer,15.42369596,60.59767905,20,Fantasy,1.088918297,7,Male,17,No,Yes,SUB6JXTQEM,0
1,16.90401374,16.90401374,Premium,Electronic check,No,TV Shows,Yes,Mobile,15.10516137,177.5971097,0,Fantasy,2.443298684,4,Male,20,No,No,C7PULP5921,0
89,15.43366768,1373.596423,Basic,Mailed check,No,Both,Yes,Mobile,36.7186312,164.051278,11,Comedy,4.382088169,5,Male,2,Yes,Yes,J62APH6882,1
23,11.99141904,275.8026379,Premium,Bank transfer,No,Movies,Yes,TV,18.25980038,37.40841313,26,Drama,1.034221462,0,Male,13,No,Yes,NYBR5286BM,0
108,16.60589523,1793.436685,Basic,Mailed check,Yes,TV Shows,No,Mobile,31.74425469,42.02472512,35,Drama,1.854702152,2,Female,3,Yes,Yes,NAFO6R99IA,0
66,13.50278325,891.1836948,Premium,Bank transfer,Yes,TV Shows,No,Computer,12.76109085,60.32635214,33,Action,1.197191785,8,Male,0,Yes,Yes,NYDZFY7Z5O,0
76,9.008715325,684.6623647,Standard,Bank transfer,Yes,Both,Yes,TV,26.90040358,62.95514957,47,Sci-Fi,1.254334909,7,Female,17,No,Yes,OXXH67LZ14,0
22,11.33173509,249.2981721,Premium,Mailed check,Yes,TV Shows,No,Mobile,9.3731807,16.4753254,39,Fantasy,1.071948656,7,Male,14,Yes,No,ZX08JOKL1O,1
22,8.602402646,189.2528582,Premium,Mailed check,No,TV Shows,No,Tablet,,106.5879176,49,Sci-Fi,2.269256789,0,Male,15,No,Yes,C6EVDJHKUO,0
,13.56788147,189.9503406,Premium,Electronic check,No,Both,Yes,TV,15.27319936,57.67912256,9,Fantasy,3.36376375,1,Female,23,No,No,HXWDLJXHND,0
,12.64491852,1074.818074,Standard,Mailed check,Yes,Movies,Yes,Computer,,138.4862392,5,Comedy,4.620278334,9,Female,10,Yes,No,4L059LEEZK,0
10,17.70514699,177.0514699,Basic,Credit card,No,TV Shows,Yes,TV,5.375932576,30.05532857,31,Drama,1.33376524,4,Female,6,Yes,No,3B4EAL0MQL,0
